LIMIT_BAL,EDUCATION,MARRIAGE,AGE,max_delay,mean_delay,n_months_delayed,avg_bill_amt,avg_pay_amt,payment_to_bill_ratio,credit_utilization,bill_trend,default
50000,3,3,23,2,0.5,2,32736.0,1033.3333333333333,0.03156549585830147,0.65472,-2865.3142857142857,0
20000,1,2,24,2,1.3333333333333333,4,17693.5,1058.3333333333333,0.059814246152107155,0.884675,549.5714285714286,1
320000,1,1,49,0,-0.5,0,161002.33333333334,60316.166666666664,0.37462875835261356,0.5031322916666667,-32430.4,0
360000,1,1,49,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,0
180000,1,2,29,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,0
130000,3,2,39,0,-0.16666666666666666,0,20647.166666666668,7038.5,0.34089147912563367,0.15882435897435898,-6819.171428571429,0
120000,2,1,39,-1,-1.0,0,316.0,263.3333333333333,0.8328940432261466,0.0026333333333333334,18.057142857142857,1
70000,2,2,26,2,1.3333333333333333,4,44245.833333333336,1835.0,0.041472675496090045,0.6320833333333333,1056.8857142857144,1
450000,1,1,40,-2,-2.0,0,4494.166666666667,3764.8333333333335,0.8376844915819921,0.009987037037037037,-2478.0857142857144,1
90000,1,2,23,0,-0.16666666666666666,0,5310.666666666667,2733.3333333333335,0.5146712694178566,0.05900740740740741,600.2285714285714,0
50000,3,2,23,0,0.0,0,35715.833333333336,1315.1666666666667,0.036822899167506626,0.7143166666666667,-3739.114285714286,0
60000,1,2,27,1,-0.8333333333333334,1,-65.66666666666667,416.6666666666667,5.0,-0.0010944444444444445,26.857142857142854,1
50000,3,2,30,0,0.0,0,18711.333333333332,1185.3333333333333,0.06334785203395417,0.37422666666666665,-157.88571428571427,0
50000,3,1,47,-1,-1.0,0,6701.333333333333,6594.5,0.984033425352533,0.13402666666666666,2220.114285714286,0
50000,1,2,26,0,0.0,0,16180.333333333334,1100.0,0.06798306603627824,0.32360666666666665,-395.2571428571429,0
230000,1,2,27,-1,-1.0,0,18957.666666666668,16248.166666666666,0.85706875785735,0.08242463768115943,2702.4,0
50000,2,2,33,2,0.3333333333333333,1,25311.5,1155.6666666666667,0.045657470204780407,0.50623,-1507.4571428571428,1
100000,1,2,32,0,0.0,0,82539.5,3124.0,0.03784846881701323,0.825395,-3007.457142857143,0
500000,2,1,54,-2,-2.0,0,20957.333333333332,26417.0,1.260503399737564,0.04191466666666666,5054.857142857143,0
500000,1,1,58,-2,-2.0,0,9719.666666666666,7570.833333333333,0.778905673965603,0.019439333333333333,-2429.942857142857,0
160000,1,2,30,-1,-1.5,0,4218.666666666667,380.0,0.09007229486824951,0.02636666666666667,-4720.342857142857,0
280000,2,1,40,0,0.0,0,178329.5,6987.166666666667,0.03918117942611904,0.6368910714285714,-2221.2285714285713,0
60000,2,2,22,0,-0.16666666666666666,0,5379.833333333333,8891.5,1.6526951672862453,0.08966388888888889,-2898.1428571428573,0
50000,1,2,25,1,-1.1666666666666667,1,130.0,130.0,0.998719590268886,0.0026,-66.85714285714286,1
280000,1,2,31,2,-0.3333333333333333,1,8607.166666666666,6226.166666666667,0.7233560529780807,0.03073988095238095,2198.0857142857144,0
360000,1,2,33,0,0.0,0,275125.1666666667,40640.0,0.1477144961811344,0.7642365740740741,4245.800000000002,0
70000,1,2,25,0,0.0,0,65476.0,3223.6666666666665,0.04923419972152717,0.9353714285714285,-424.22857142857146,0
10000,2,2,22,0,0.0,0,3793.5,1204.5,0.3175028556365873,0.37935,340.0285714285714,0
140000,2,1,37,0,0.0,0,64189.0,3333.3333333333335,0.051929842782400974,0.45849285714285715,1984.2857142857142,0
40000,1,2,30,2,0.3333333333333333,1,24530.833333333332,2166.6666666666665,0.08832361773538244,0.6132708333333333,1904.6,0
210000,1,2,29,-2,-2.0,0,0.0,0.0,0.0,0.0,0.0,1
20000,1,2,22,2,0.16666666666666666,1,13221.333333333334,3345.8333333333335,0.25306004109468166,0.6610666666666667,-1972.1714285714286,1
150000,4,2,46,0,-0.5,0,1639.5,363.8333333333333,0.2218946940435048,0.01093,-897.6285714285714,1
380000,2,2,32,-1,-1.0,0,19135.833333333332,15555.333333333334,0.8128832218506131,0.05035745614035087,-1852.2571428571428,0
20000,1,2,24,0,0.0,0,19301.666666666668,1041.0,0.0539327006933711,0.9650833333333334,556.3428571428572,0
70000,3,2,42,2,1.5,5,38168.666666666664,1350.0,0.03536917118242196,0.5452666666666667,575.2,1
100000,3,3,43,0,0.0,0,44197.5,1601.0,0.036223631715098084,0.441975,-5483.228571428572,0
310000,2,1,49,-2,-2.0,0,7354.166666666667,5111.333333333333,0.6950097448216471,0.023723118279569893,-2125.4,0
180000,1,2,25,2,0.5,2,43191.833333333336,1707.6666666666667,0.03953664258813361,0.23995462962962966,810.6,0
150000,1,2,29,2,0.3333333333333333,1,29458.5,2144.5,0.07279691318910111,0.19639,-5576.828571428571,0
500000,1,1,45,-2,-2.0,0,1398.0,1080.5,0.7727977112885922,0.002796,-214.4,0
180000,3,1,34,0,-0.5,0,9234.0,4863.166666666667,0.5266492193845321,0.0513,-2601.1428571428573,0
180000,2,1,34,0,0.0,0,158727.0,5677.0,0.035765774184843384,0.8818166666666667,-10207.257142857143,0
200000,1,2,34,3,1.6666666666666667,5,1124.5,316.6666666666667,0.2815649081209247,0.0056225,-47.857142857142854,0
400000,2,1,29,0,0.0,0,380690.0,18171.5,0.04773304274998785,0.951725,-10023.828571428572,0
500000,3,1,28,0,0.0,0,18283.166666666668,1469.3333333333333,0.08036463081130356,0.03656633333333333,-1993.1142857142856,1
70000,2,1,39,0,-0.16666666666666666,0,40707.0,2020.0,0.04962271180750318,0.5815285714285714,-16490.342857142856,0
50000,1,2,29,2,2.0,6,26279.0,1020.8333333333334,0.038845726970033294,0.52558,736.0,1
50000,2,1,46,0,-1.0,0,9647.333333333334,166.66666666666666,0.01727563272004837,0.19294666666666668,-6602.5142857142855,1
130000,2,1,51,-1,-1.3333333333333333,0,408.6666666666667,392.1666666666667,0.9592335915205871,0.0031435897435897436,187.54285714285714,0
200000,1,1,57,2,-0.5,2,78272.66666666667,1587.0,0.020275233850825213,0.39136333333333334,-36587.6,1
10000,2,1,56,2,1.0,3,3808.6666666666665,501.6666666666667,0.1317113726862994,0.38086666666666663,321.0857142857143,1
210000,1,2,30,2,-0.5,1,1431.5,1533.0,1.070779976717113,0.006816666666666667,596.3142857142857,0
130000,3,2,29,2,-0.5,2,1316.8333333333333,6896.5,5.0,0.010129487179487178,3363.9714285714285,0
20000,4,2,22,2,0.3333333333333333,1,14721.0,616.6666666666666,0.041889795872156875,0.73605,-2288.9142857142856,0
80000,1,2,31,-1,-1.0,0,390.0,325.0,0.8329773601025203,0.004875,-22.285714285714285,0
320000,2,2,29,2,2.0,6,60358.666666666664,2300.0,0.03810544162273956,0.18862083333333332,969.0285714285715,1
200000,2,1,32,2,-0.5,1,4404.166666666667,3252.0,0.7383637326875048,0.022020833333333333,-843.1714285714286,0
290000,1,2,37,1,-0.8333333333333334,1,919.0,919.0,0.999818676337262,0.0031689655172413792,112.05714285714286,0
340000,1,2,32,-1,-1.0,0,23699.833333333332,23666.166666666668,0.9985724331926864,0.06970539215686274,9103.514285714284,0
20000,2,2,24,2,0.3333333333333333,1,16888.0,931.6666666666666,0.05516683279219177,0.8444,580.0571428571428,0
50000,3,2,25,0,-0.16666666666666666,0,24234.333333333332,1059.6666666666667,0.04372554278679844,0.48468666666666665,-7811.314285714286,0
300000,1,1,45,-1,-1.0,0,291.0,291.0,0.9994275901545506,0.00097,0.0,0
30000,2,2,22,0,0.0,0,24864.333333333332,1401.8333333333333,0.05637890700932387,0.828811111111111,-3477.1428571428573,1
240000,2,2,44,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,1
470000,3,3,33,0,0.0,0,102470.5,3654.3333333333335,0.035662238299090473,0.21802234042553192,-33004.08571428571,0
360000,1,2,26,0,-0.16666666666666666,0,49150.5,26892.5,0.5471441553861596,0.13652916666666667,9806.771428571428,0
60000,3,2,30,0,0.0,0,23927.666666666668,890.8333333333334,0.0372300041095795,0.39879444444444445,-1759.8857142857144,1
400000,2,1,44,2,0.3333333333333333,1,116825.33333333333,3792.1666666666665,0.03246009361540645,0.29206333333333334,-8922.4,0
50000,3,2,49,0,0.0,0,29583.166666666668,1008.6666666666666,0.03409577464788732,0.5916633333333333,-6679.228571428572,0
160000,2,2,33,0,0.0,0,111168.83333333333,16957.833333333332,0.15254102612538867,0.6948052083333333,863.7428571428571,0
360000,1,1,45,2,-0.3333333333333333,1,585.0,390.0,0.6664767872401025,0.001625,-78.0,1
160000,2,2,32,0,-0.16666666666666666,0,5270.5,1369.3333333333333,0.2598026815077157,0.032940625,-181.05714285714285,0
130000,1,1,35,0,-0.5,0,37755.666666666664,9450.833333333334,0.2503145209349549,0.2904282051282051,-21409.657142857144,0
20000,3,2,44,2,1.0,3,10218.166666666666,1025.1666666666667,0.10032621105855488,0.5109083333333333,851.5714285714286,0
200000,1,1,53,2,2.0,6,143694.5,5466.666666666667,0.03804362954783754,0.7184725,2212.657142857143,1
280000,1,2,39,0,-0.8333333333333334,0,2560.0,661.3333333333334,0.2583165158518326,0.009142857142857144,-1077.7142857142858,0
100000,1,2,27,-2,-2.0,0,592.5,1259.1666666666667,2.124578177727784,0.005925,-190.42857142857142,0
160000,2,1,37,-1,-1.1666666666666667,0,693.6666666666666,1836.3333333333333,2.646649051165025,0.004335416666666666,-263.0285714285714,0
60000,2,2,23,0,0.0,0,32973.166666666664,1043.5,0.03164678528103518,0.5495527777777778,-6919.057142857143,0
90000,2,2,35,0,0.0,0,59119.333333333336,1959.3333333333333,0.0331419131307493,0.6568814814814815,-13762.857142857143,0
360000,1,1,43,0,-0.8333333333333334,0,9743.333333333334,20102.166666666668,2.0631361078325723,0.027064814814814816,2489.8857142857137,0
150000,1,2,27,0,0.0,0,79901.83333333333,3973.5,0.04972966884433431,0.5326788888888888,-6299.571428571428,0
50000,3,1,22,0,0.0,0,13965.666666666666,630.5,0.04514589175965153,0.2793133333333333,-2452.6857142857143,0
20000,2,1,38,0,-0.16666666666666666,0,15536.166666666666,947.5,0.060986075650625415,0.7768083333333333,-2707.1714285714284,1
140000,1,2,32,-2,-2.0,0,2279.8333333333335,2167.8333333333335,0.9508040935672515,0.01628452380952381,-770.8857142857142,0
380000,1,2,30,0,-0.8333333333333334,0,22100.333333333332,7003.166666666667,0.31687820034237535,0.058158771929824556,7791.4857142857145,0
480000,1,1,63,2,0.6666666666666666,2,460169.1666666667,21828.5,0.047435798995732005,0.9586857638888889,10471.514285714286,0
50000,3,2,22,0,0.0,0,34227.666666666664,1145.0,0.03345230733272629,0.6845533333333332,-4720.057142857143,1
60000,2,2,26,2,1.6666666666666667,5,57006.333333333336,2252.8333333333335,0.03951888527331678,0.9501055555555556,-146.85714285714286,0
70000,2,2,24,-1,-1.5,0,5351.5,4754.833333333333,0.8884771099345998,0.07645,2992.714285714286,0
80000,2,1,36,-1,-1.0,0,2977.5,2132.3333333333335,0.716108810030225,0.03721875,-853.7428571428571,0
350000,1,2,52,-1,-1.0,0,1831.1666666666667,2547.5,1.391062977793957,0.005231904761904762,557.9714285714285,0
130000,2,2,38,0,-0.5,0,113489.66666666667,47961.333333333336,0.42260466796585305,0.872997435897436,-15616.342857142858,0
360000,2,1,35,1,-1.5,1,-103.0,0.0,0.0,-0.0002861111111111111,0.0,0
330000,1,1,31,2,0.3333333333333333,1,106596.66666666667,5457.833333333333,0.05120070796349485,0.32302020202020204,43.77142857142857,0
50000,3,1,47,2,0.3333333333333333,1,15523.166666666666,1166.6666666666667,0.0751556796220743,0.3104633333333333,781.1142857142858,0
280000,2,1,41,3,2.1666666666666665,6,142501.33333333334,6767.333333333333,0.04748955858944175,0.5089333333333333,3406.4,0
100000,1,2,24,0,0.0,0,55864.333333333336,2977.6666666666665,0.05330158985879524,0.5586433333333334,1764.2285714285715,0
50000,2,2,41,0,0.0,0,19851.666666666668,911.8333333333334,0.04593194583203902,0.39703333333333335,222.17142857142858,0
30000,1,2,24,3,1.0,3,19610.0,1052.0,0.05364564299130553,0.6536666666666666,769.1428571428571,1
240000,1,2,28,-1,-1.0,0,1242.6666666666667,1276.0,1.0266863349872604,0.005177777777777778,165.71428571428567,0
80000,2,2,26,2,0.3333333333333333,1,16503.666666666668,1283.3333333333333,0.07775971239005079,0.20629583333333334,789.0857142857143,1
400000,2,1,34,-1,-1.0,0,11971.333333333334,9648.5,0.8059558117195005,0.029928333333333335,-1343.4285714285713,0
240000,2,2,38,0,-0.3333333333333333,0,34950.5,1845.5,0.05280299851218861,0.14562708333333332,-11320.142857142857,0
50000,3,2,37,3,2.1666666666666665,6,48374.166666666664,1705.8333333333333,0.03526319053492555,0.9674833333333333,1017.6857142857143,1
450000,1,1,40,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,1
110000,1,1,48,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,0
310000,2,1,35,2,0.3333333333333333,1,271089.6666666667,8995.5,0.03318272725092974,0.8744827956989248,-22070.571428571428,1
20000,1,2,27,0,0.0,0,18683.333333333332,718.0,0.038429630422565364,0.9341666666666666,-430.85714285714283,0
20000,2,2,23,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,0
200000,3,2,52,0,0.0,0,102947.5,3676.0,0.03570746301518895,0.5147375,-370.8285714285714,0
180000,1,1,36,0,0.0,0,111480.33333333333,2461.8333333333335,0.022083084784633486,0.6193351851851852,-11387.542857142857,1
50000,2,1,51,0,0.0,0,5091.333333333333,1033.3333333333333,0.20295263347409082,0.10182666666666666,769.2,1
60000,3,1,55,3,1.1666666666666667,3,44020.833333333336,1251.8333333333333,0.0284371852827817,0.7336805555555556,-8402.314285714287,0
30000,1,2,23,1,-1.1666666666666667,1,5462.666666666667,5314.333333333333,0.9728163041156909,0.1820888888888889,865.4857142857142,0
240000,1,2,41,1,-0.3333333333333333,1,1879.8333333333333,1490.6666666666667,0.7929078014184398,0.007832638888888889,36.771428571428565,0
420000,2,1,34,0,0.0,0,224985.16666666666,8884.833333333334,0.039490722358198165,0.5356789682539682,-12749.685714285713,0
330000,3,1,46,0,0.0,0,228219.5,8182.666666666667,0.03585434500970556,0.6915742424242424,-23.4,0
30000,2,2,22,0,0.0,0,20580.333333333332,910.0,0.04421661281309978,0.686011111111111,-4947.085714285714,0
240000,2,1,34,2,1.0,3,12951.333333333334,771.1666666666666,0.059542652717188484,0.053963888888888895,629.7714285714286,0
150000,1,2,27,0,0.0,0,23471.5,3333.3333333333335,0.14201519562593198,0.15647666666666665,2574.657142857143,0
210000,2,1,33,0,0.0,0,7209.333333333333,1174.3333333333333,0.16288693159488637,0.03433015873015873,-504.9142857142857,0
50000,3,1,51,-1,-1.3333333333333333,0,1155.3333333333333,1030.0,0.8913890090869754,0.023106666666666664,-301.14285714285717,1
50000,1,2,24,0,0.0,0,34721.666666666664,1493.3333333333333,0.043008481694994986,0.6944333333333332,-8042.571428571428,0
240000,1,2,47,1,-1.5,1,0.0,0.0,0.0,0.0,0.0,1
180000,2,2,28,-1,-1.0,0,638.0,930.0,1.4572995560198485,0.0035444444444444442,-180.9142857142857,0
50000,2,2,23,2,1.1666666666666667,4,16581.166666666668,2250.0,0.135694757156642,0.3316233333333334,1892.0285714285715,0
170000,2,2,29,-2,-2.0,0,11331.333333333334,10974.333333333334,0.9684801953257145,0.06665490196078432,525.2571428571429,0
20000,1,2,29,0,-0.8333333333333334,0,4418.333333333333,3940.1666666666665,0.8917430500546942,0.22091666666666665,-827.3142857142857,0
50000,1,2,28,3,0.5,1,8030.666666666667,1197.1666666666667,0.1490712877451489,0.16061333333333333,1191.6571428571428,0
170000,2,2,27,0,0.0,0,17502.0,625.3333333333334,0.03572890975403045,0.1029529411764706,-1752.057142857143,1
200000,1,2,34,2,0.5,2,132378.83333333334,14500.0,0.10953398953006141,0.6618941666666667,-22173.8,0
80000,2,1,23,3,1.3333333333333333,4,10325.0,686.8333333333334,0.06652031444205905,0.1290625,366.45714285714286,0
260000,1,1,60,1,-0.8333333333333334,1,3506.3333333333335,4078.1666666666665,1.1630305622890822,0.013485897435897436,-152.79999999999995,0
140000,2,1,32,2,0.3333333333333333,1,68553.83333333333,2711.1666666666665,0.039547898979879606,0.4896702380952381,-6286.771428571428,0
80000,1,2,25,0,0.0,0,42754.666666666664,10500.0,0.24558626899882666,0.5344333333333333,-2767.3714285714286,0
350000,1,2,41,1,-0.8333333333333334,1,790.6666666666666,756.0,0.9559536354056902,0.002259047619047619,-289.37142857142857,0
280000,2,1,56,0,0.0,0,161936.83333333334,22200.0,0.13709034995090683,0.5783458333333333,-6954.5428571428565,0
30000,3,2,26,0,0.0,0,11678.666666666666,1450.0,0.12415623706705864,0.38928888888888885,985.7714285714286,0
140000,1,1,34,0,0.0,0,37163.333333333336,5898.166666666667,0.15870858952108027,0.265452380952381,5484.057142857143,0
200000,1,2,37,0,0.0,0,95901.16666666667,3760.0,0.03920696271167589,0.47950583333333335,-2478.4285714285716,0
200000,3,2,30,0,0.0,0,169693.33333333334,6298.0,0.03711397313391497,0.8484666666666667,-15382.857142857143,0
210000,3,1,45,6,4.0,6,134241.83333333334,10878.0,0.0810327617288181,0.6392468253968254,7626.2,1
50000,3,1,57,3,0.8333333333333334,2,13314.0,633.3333333333334,0.0475683795455968,0.26628,290.62857142857143,0
30000,1,2,41,2,1.6666666666666667,5,27099.333333333332,1358.3333333333333,0.05012392602569543,0.9033111111111111,618.5142857142857,0
50000,2,2,27,2,0.0,2,566.0,440.0,0.7771563143950545,0.01132,64.45714285714286,0
290000,3,1,47,0,-0.8333333333333334,0,606.1666666666666,396.0,0.6531061022539857,0.002090229885057471,-104.54285714285714,0
250000,1,1,34,2,0.3333333333333333,1,153157.0,6641.666666666667,0.043365040051450414,0.612628,2667.542857142857,0
60000,2,1,46,0,0.0,0,25050.666666666668,1666.6666666666667,0.06653138618143109,0.4175111111111111,1220.6285714285714,0
110000,1,2,27,0,0.0,0,89889.83333333333,3516.6666666666665,0.03912188971706159,0.817180303030303,-6807.4,0
370000,1,2,50,-2,-2.0,0,10511.666666666666,10324.0,0.9821312489099586,0.02840990990990991,370.8571428571428,0
100000,2,1,27,2,0.5,2,51681.5,9317.666666666666,0.1802895933438679,0.516815,-21830.485714285714,0
90000,2,1,35,2,0.3333333333333333,1,78825.16666666667,4108.666666666667,0.052123682741588996,0.8758351851851852,3390.714285714286,0
50000,2,2,22,0,0.0,0,28559.833333333332,1132.5,0.03965336134453781,0.5711966666666667,-3.4571428571428573,0
270000,2,2,37,0,0.0,0,30034.833333333332,3166.6666666666665,0.10543255091282393,0.11124012345679012,-2553.285714285714,0
300000,1,2,30,-1,-1.0,0,1963.3333333333333,1974.3333333333333,1.0055173584585348,0.006544444444444444,87.88571428571429,0
50000,2,2,22,0,-0.16666666666666666,0,8964.5,5191.5,0.5791068639845318,0.17929,-1282.2,0
50000,1,2,24,1,-1.5,1,-1928.1666666666667,0.0,0.0,-0.03856333333333333,-648.3714285714286,1
360000,1,2,29,1,-1.1666666666666667,1,12.833333333333334,12.833333333333334,0.9871794871794872,3.564814814814815e-05,-2.2,0
130000,3,1,56,3,2.0,6,68429.16666666667,2416.6666666666665,0.03531623865009158,0.5263782051282052,1581.9714285714285,1
80000,1,2,30,0,-0.5,0,2604.0,1000.6666666666666,0.384256,0.03255,64.57142857142857,0
50000,2,2,30,2,0.8333333333333334,3,36747.166666666664,1083.3333333333333,0.029480597231545145,0.7349433333333333,-6440.257142857143,0
20000,2,2,22,0,0.0,0,13985.666666666666,1152.1666666666667,0.08238098075433474,0.6992833333333333,-38.0,0
80000,2,1,29,2,0.3333333333333333,1,53926.5,1466.6666666666667,0.027197428606749906,0.67408125,-16120.42857142857,0
240000,1,2,37,2,-0.16666666666666666,1,19710.166666666668,14031.833333333334,0.7119023862271905,0.08212569444444445,-1554.3714285714286,0
80000,3,2,35,0,-0.16666666666666666,0,21581.166666666668,4833.333333333333,0.22395897689361177,0.26976458333333336,-4062.1428571428573,0
500000,1,1,47,0,0.0,0,96540.5,37091.666666666664,0.3842076914046585,0.193081,2156.885714285714,0
60000,2,1,24,0,0.0,0,37073.833333333336,1806.1666666666667,0.04871787955620291,0.6178972222222222,-9677.628571428571,1
20000,2,2,25,0,-0.16666666666666666,0,8484.0,892.1666666666666,0.10515666437481583,0.4242,-2173.885714285714,0
100000,2,1,38,2,0.8333333333333334,3,15391.833333333334,933.3333333333334,0.060637560637560636,0.15391833333333335,471.1714285714286,1
360000,1,2,32,1,-0.6666666666666666,1,27257.666666666668,33214.666666666664,1.2185365674699016,0.07571574074074075,48.285714285714285,0
200000,3,2,47,2,2.0,6,197097.0,5997.333333333333,0.03042830820331427,0.985485,-1534.5714285714287,1
130000,2,1,34,1,0.0,1,9623.666666666666,2899.5,0.3012832724312904,0.07402820512820513,2911.1428571428573,0
20000,2,2,31,5,3.1666666666666665,6,20965.333333333332,293.3333333333333,0.013991239576129038,1.0482666666666667,-266.0,0
310000,1,2,32,0,0.0,0,58956.666666666664,6736.5,0.11426156425181136,0.1901827956989247,-2410.6285714285714,0
60000,1,2,27,2,0.6666666666666666,2,21669.666666666668,1125.3333333333333,0.05193087164183696,0.36116111111111115,686.6285714285714,1
180000,1,2,29,0,-1.0,0,7642.333333333333,3813.5,0.4989859339221459,0.04245740740740741,2267.5428571428574,0
180000,1,2,24,2,-0.3333333333333333,1,11373.166666666666,6344.5,0.5578399765533412,0.06318425925925926,-4305.5142857142855,0
50000,2,1,36,0,-0.3333333333333333,0,14145.0,4418.5,0.31236818230019675,0.2829,-8801.42857142857,0
50000,1,2,24,2,1.8333333333333333,6,38126.5,1355.3333333333333,0.035548172757475086,0.76253,749.9142857142857,1
150000,2,1,34,-2,-2.0,0,269.3333333333333,269.3333333333333,0.9993815708101422,0.0017955555555555554,217.6,0
20000,1,2,22,0,-0.16666666666666666,0,17251.833333333332,4127.666666666667,0.23925728417961203,0.8625916666666666,-257.0571428571429,0
500000,1,1,34,-1,-1.5,0,1076.1666666666667,3643.5,3.3851037472901826,0.0021523333333333334,167.17142857142858,0
30000,3,2,22,2,0.8333333333333334,3,19642.333333333332,483.8333333333333,0.024631963005387978,0.6547444444444444,-6463.257142857143,1
180000,1,1,38,-2,-2.0,0,125.0,0.0,0.0,0.0006944444444444445,-107.14285714285714,0
140000,1,2,31,2,0.6666666666666666,2,21812.0,6383.333333333333,0.292650126458475,0.1558,-2253.885714285714,0
140000,1,2,26,0,-0.8333333333333334,0,10706.0,8306.5,0.7758612637576474,0.07647142857142857,-2438.5714285714284,0
120000,2,2,26,0,0.0,0,114815.66666666667,4858.666666666667,0.04231704396170679,0.9567972222222223,2915.0857142857144,0
360000,2,1,48,0,0.0,0,200463.16666666666,6250.0,0.031177771496034186,0.5568421296296296,-17672.542857142857,0
20000,3,1,43,0,-0.3333333333333333,0,16490.166666666668,5256.333333333333,0.3187524003961917,0.8245083333333334,2627.114285714286,0
100000,1,1,47,-1,-1.0,0,505.5,837.1666666666666,1.6555702043506921,0.005055,-148.54285714285714,0
210000,2,1,41,-1,-1.0,0,1609.5,1164.6666666666667,0.7235452474632429,0.007664285714285715,-404.2,1
80000,2,2,24,0,0.0,0,65234.5,2306.3333333333335,0.0353544127866574,0.81543125,-8184.771428571428,1
330000,1,1,50,-1,-1.3333333333333333,0,3243.6666666666665,1811.3333333333333,0.5583928479679392,0.009829292929292929,-1428.2857142857142,0
220000,1,2,24,0,-0.5,0,69996.5,17330.833333333332,0.2475951235773132,0.3181659090909091,-15138.371428571429,0
210000,1,1,38,1,-0.6666666666666666,1,397.3333333333333,1979.5,4.979874213836478,0.001892063492063492,238.57142857142858,1
40000,3,1,43,0,0.0,0,35990.833333333336,1400.6666666666667,0.038917136691580305,0.8997708333333334,-1536.4285714285713,0
30000,2,2,39,2,0.3333333333333333,1,17267.166666666668,1415.5,0.08197559939770666,0.5755722222222223,-4802.4857142857145,0
470000,2,2,27,2,1.3333333333333333,4,333803.0,9281.666666666666,0.02780580771402708,0.7102191489361702,6986.857142857143,0
30000,3,1,42,2,-0.5,1,585.0,415.0,0.7091996582170322,0.0195,131.14285714285714,0
240000,2,1,36,1,-1.5,1,-946.0,0.0,0.0,-0.003941666666666666,0.0,1
80000,2,2,36,2,0.3333333333333333,1,78468.16666666667,3250.0,0.04141798177608802,0.9808520833333334,-299.45714285714286,0
110000,3,3,31,0,0.0,0,75641.16666666667,4492.333333333333,0.05938992790537801,0.6876469696969697,-5746.028571428571,0
310000,1,2,38,-1,-1.3333333333333333,0,1015.3333333333334,778.0,0.7661250615460364,0.003275268817204301,-596.3428571428572,0
360000,1,1,40,2,1.0,3,114260.83333333333,5350.0,0.04682262539274118,0.3173912037037037,2429.114285714286,1
330000,3,2,45,0,0.0,0,334236.3333333333,12203.833333333334,0.03651256919376948,1.0128373737373737,-703.5428571428571,0
300000,2,2,35,0,0.0,0,238552.5,12430.333333333334,0.05210729147162471,0.795175,-18621.97142857143,0
320000,2,2,33,0,0.0,0,72878.0,6977.666666666667,0.09574426725882694,0.22774375,-13866.57142857143,0
50000,3,2,37,3,1.0,3,40661.333333333336,5719.5,0.14066131352753833,0.8132266666666668,-5600.571428571428,1
170000,1,2,28,0,0.0,0,128683.66666666667,8091.5,0.06287891641400176,0.7569627450980393,-651.3714285714286,0
350000,3,1,44,-1,-1.1666666666666667,0,1397.3333333333333,853.1666666666666,0.610494931425164,0.003992380952380952,-733.6571428571428,0
20000,2,1,37,0,0.0,0,18076.833333333332,1260.6666666666667,0.06973871033172908,0.9038416666666667,568.0857142857143,0
50000,2,2,23,2,0.3333333333333333,1,33750.166666666664,1512.3333333333333,0.044809433980898955,0.6750033333333333,-7501.114285714286,1
