sample_id,cluster_label
532,1
533,3
534,0
535,0
536,1
537,4
538,2
539,0
540,1
541,4
542,2
543,0
544,3
545,4
546,1
547,4
548,2
549,1
550,4
551,4
552,2
553,2
554,2
555,0
556,3
557,0
558,2
559,0
560,0
561,3
562,1
563,2
564,1
565,3
566,3
567,2
568,3
569,3
570,1
571,0
572,2
573,1
574,1
575,1
576,2
577,0
578,2
579,0
580,4
581,4
582,3
583,1
584,3
585,1
586,4
587,1
588,1
589,1
590,0
591,0
592,3
593,3
594,4
595,2
596,0
597,1
598,1
599,1
600,1
601,4
602,0
603,3
604,4
605,0
606,4
607,2
608,0
609,1
610,2
611,3
612,3
613,0
614,3
615,3
616,1
617,1
618,4
619,1
620,1
621,2
622,2
623,3
624,4
625,2
626,0
627,0
628,4
629,4
630,1
631,0
632,2
633,2
634,1
635,0
636,3
637,1
638,0
639,2
640,4
641,2
642,4
643,4
644,1
645,3
646,1
647,2
648,1
649,4
650,4
651,3
652,4
653,4
654,2
655,4
656,0
657,4
658,3
659,1
660,4
661,0
662,0
663,1
664,3
665,3
666,1
667,4
668,2
669,0
670,2
671,4
672,4
673,1
674,3
675,4
676,2
677,4
678,3
679,1
680,3
681,1
682,4
683,4
684,2
685,2
686,1
687,1
688,3
689,3
690,4
691,4
692,0
693,1
694,3
695,4
696,4
697,3
698,3
699,4
700,1
701,2
702,0
703,2
704,3
705,2
706,3
707,2
708,0
709,1
710,0
711,3
712,2
713,4
714,2
715,1
716,1
717,0
718,3
719,4
720,3
721,0
722,2
723,2
724,4
725,3
726,2
727,0
728,2
729,4
730,3
731,0
732,0
733,3
734,1
735,0
736,1
737,1
738,4
739,4
740,3
741,4
742,3
743,2
744,1
745,3
746,0
747,4
748,2
749,2
750,0
751,4
752,1
753,4
754,0
755,3
756,2
757,1
758,0
759,0
760,2
761,4
762,2
763,4
764,1
765,2
766,1
767,2
768,4
769,2
770,1
771,1
772,2
773,1
774,3
775,1
776,3
777,4
778,1
779,1
780,2
781,2
782,4
783,3
784,2
785,0
786,0
787,4
788,3
789,2
790,1
791,4
792,4
793,4
794,1
795,2
796,1
797,3
798,1
799,0
800,1
801,3
802,0
803,0
804,3
805,3
806,2
807,4
808,2
809,4
810,4
811,4
812,2
813,2
814,2
815,0
816,0
817,1
818,2
819,1
820,4
821,2
822,1
823,1
824,3
825,1
826,0
827,2
828,1
829,2
830,0
831,3
832,1
833,3
834,0
835,1
836,4
837,3
838,2
839,0
840,3
841,1
842,3
843,3
844,2
845,4
846,0
847,2
848,4
849,4
850,3
851,1
852,3
853,3
854,4
855,2
856,0
857,3
858,4
859,4
860,2
861,0
862,0
863,4
864,0
865,1
866,3
867,2
868,4
869,2
870,1
871,1
872,1
873,3
874,1
875,3
876,1
877,2
878,2
879,1
880,2
881,4
882,3
883,2
884,0
885,1
886,3
887,1
888,2
889,1
890,0
891,0
892,4
893,2
894,4
895,2
896,1
897,0
898,1
899,3
900,1
901,4
902,1
903,2
904,4
905,0
906,4
907,3
908,4
909,1
910,3
911,3
912,3
913,0
914,1
915,3
916,2
917,3
918,4
919,4
920,0
921,3
922,3
923,4
924,1
925,0
926,1
927,0
928,0
929,2
930,2
931,3
932,4
933,0
934,1
935,3
936,4
937,4
938,1
939,0
940,3
941,2
942,1
943,0
944,1
945,1
946,0
947,2
948,2
949,4
950,3
951,3
952,0
953,4
954,2
955,4
956,3
957,0
958,2
959,4
960,0
961,3
962,0
963,1
964,1
965,4
966,0
967,2
968,3
969,4
970,1
971,1
972,2
973,1
974,3
975,3
976,2
977,2
978,4
979,0
980,3
981,4
982,3
983,3
984,2
985,2
986,3
987,0
988,0
989,1
990,0
991,2
992,1
993,4
994,1
995,1
996,3
997,4
998,4
999,2
1000,0
1001,0
1002,1
1003,4
1004,2
1005,4
1006,2
1007,3
1008,0
1009,1
1010,1
1011,2
1012,2
1013,3
1014,3
1015,1
1016,4
1017,3
1018,3
1019,4
1020,3
1021,0
1022,3
1023,0
1024,2
1025,3
1026,1
1027,1
1028,2
1029,0
1030,0
1031,3
1032,0
1033,1
1034,4
1035,4
1036,2
1037,1
1038,2
1039,3
1040,3
1041,2
1042,0
1043,0
1044,1
1045,1
1046,3
1047,0
1048,3
1049,0
1050,4
1051,0
1052,2
1053,1
1054,3
1055,3
1056,2
1057,0
1058,0
1059,4
1060,0
1061,0
1062,4
1063,2
1064,0
1065,3
1066,1
1067,1
1068,3
1069,0
1070,3
1071,2
1072,4
1073,1
1074,3
1075,0
1076,2
1077,4
1078,4
1079,2
1080,3
1081,3
1082,0
1083,0
1084,0
1085,0
1086,2
1087,3
1088,4
1089,2
1090,2
1091,2
1092,0
1093,1
1094,0
1095,0
1096,3
1097,1
1098,1
1099,1
1100,2
1101,4
1102,1
1103,0
1104,4
1105,3
1106,3
1107,1
1108,1
1109,4
1110,4
1111,1
1112,0
1113,0
1114,3
1115,4
1116,0
1117,2
1118,1
1119,1
1120,4
1121,4
1122,1
1123,0
1124,1
1125,1
1126,1
1127,0
1128,3
1129,3
1130,2
1131,0
1132,0
1133,3
1134,2
1135,3
1136,2
1137,0
1138,3
1139,3
1140,2
1141,4
1142,4
1143,0
1144,2
1145,0
1146,4
1147,0
1148,4
1149,3
1150,1
1151,3
1152,3
1153,2
1154,0
1155,2
1156,0
1157,2
1158,1
1159,2
1160,1
1161,0
1162,3
1163,4
1164,4
1165,3
1166,4
1167,0
1168,0
1169,4
1170,2
1171,4
1172,2
1173,3
1174,2
1175,4
1176,4
1177,1
1178,3
1179,2
1180,0
1181,2
1182,0
1183,3
1184,3
1185,4
1186,1
1187,3
1188,0
1189,3
1190,1
1191,0
1192,3
1193,1
1194,3
1195,4
1196,2
1197,4
1198,0
1199,4
1200,1
1201,3
1202,4
1203,1
1204,3
1205,2
1206,2
1207,4
1208,3
1209,1
1210,2
1211,2
1212,3
1213,1
1214,1
1215,3
1216,3
1217,1
1218,4
1219,2
1220,3
1221,2
1222,1
1223,0
1224,0
1225,4
1226,4
1227,4
1228,3
1229,1
1230,4
1231,4
1232,0
1233,2
1234,0
1235,0
1236,2
1237,1
1238,0
1239,1
1240,0
1241,2
1242,3
1243,3
1244,1
1245,2
1246,3
1247,0
1248,4
1249,2
1250,1
1251,3
1252,2
1253,3
1254,2
1255,1
1256,4
1257,2
1258,2
1259,2
1260,0
1261,4
1262,0
1263,4
1264,4
1265,0
1266,2
1267,2
1268,4
1269,3
1270,4
1271,0
1272,1
1273,2
1274,1
1275,1
1276,4
1277,0
1278,1
1279,1
1280,0
1281,0
1282,2
1283,4
1284,0
1285,0
1286,3
1287,2
1288,1
1289,4
1290,2
1291,4
1292,1
1293,3
1294,3
1295,0
1296,3
1297,2
1298,2
1299,0
1300,1
1301,4
1302,4
1303,0
1304,3
1305,1
1306,0
1307,2
1308,0
1309,0
1310,2
1311,2
1312,0
1313,4
1314,1
1315,3
1316,3
1317,4
1318,3
1319,4
1320,3
1321,1
1322,2
1323,4
1324,1
1325,2
1326,1
1327,2
1328,2
1329,2
1330,2
1331,3
1332,4
1333,3
1334,2
1335,3
1336,0
1337,0
1338,2
1339,2
1340,2
1341,2
1342,4
1343,1
1344,3
1345,2
1346,2
1347,0
1348,3
1349,2
1350,2
1351,3
1352,2
1353,3
1354,3
1355,3
1356,3
1357,2
1358,0
1359,2
1360,1
1361,0
1362,3
1363,0
1364,4
1365,3
1366,1
1367,4
1368,2
1369,1
1370,3
1371,1
1372,3
1373,1
1374,4
1375,3
1376,0
1377,0
1378,3
1379,2
1380,4
1381,2
1382,4
1383,0
1384,0
1385,4
1386,2
1387,2
1388,1
1389,4
1390,3
1391,3
1392,1
1393,1
1394,2
1395,0
1396,3
1397,1
1398,3
1399,4
1400,0
1401,3
1402,1
1403,2
1404,0
1405,3
1406,2
1407,1
1408,1
1409,2
1410,2
1411,3
1412,3
1413,0
1414,1
1415,2
1416,2
1417,1
1418,4
1419,1
1420,1
1421,4
1422,2
1423,2
1424,3
1425,3
1426,4
1427,1
1428,4
1429,0
1430,2
1431,2
1432,4
1433,3
1434,4
1435,2
1436,4
1437,0
1438,3
1439,3
1440,1
1441,1
1442,3
1443,4
1444,0
1445,3
1446,1
1447,2
1448,1
1449,0
1450,2
1451,2
1452,1
1453,2
1454,4
1455,1
1456,3
1457,4
1458,1
1459,4
1460,0
1461,3
1462,1
1463,3
1464,1
1465,1
1466,4
1467,0
1468,3
1469,4
1470,4
1471,3
1472,3
1473,1
1474,4
1475,1
1476,0
1477,3
1478,4
1479,2
1480,4
1481,0
1482,3
1483,0
1484,4
1485,1
1486,1
1487,0
1488,0
1489,3
1490,2
1491,2
1492,1
1493,2
1494,4
1495,2
1496,3
1497,0
1498,4
1499,0
1500,1
1501,0
1502,1
1503,2
1504,4
1505,0
1506,2
1507,3
1508,1
1509,4
1510,0
1511,3
1512,4
1513,1
1514,2
1515,3
1516,1
1517,4
1518,3
1519,3
1520,3
1521,4
1522,1
1523,2
1524,2
1525,2
1526,2
1527,0
1528,1
1529,3
1530,4
1531,1
1532,3
1533,2
1534,2
1535,1
1536,2
1537,0
1538,2
1539,2
1540,2
1541,3
1542,3
1543,4
1544,1
1545,0
1546,2
1547,3
1548,4
1549,2
1550,3
1551,1
1552,1
1553,4
1554,2
1555,0
1556,1
1557,1
1558,1
1559,3
1560,3
1561,2
1562,3
1563,3
1564,4
1565,2
1566,1
1567,2
1568,1
1569,4
1570,0
1571,4
1572,1
1573,4
1574,3
1575,4
1576,3
1577,2
1578,0
1579,4
1580,4
1581,4
1582,2
1583,0
1584,3
1585,3
1586,1
1587,2
1588,1
1589,3
1590,4
1591,2
1592,0
1593,3
1594,0
1595,2
1596,3
1597,1
1598,1
1599,4
1600,2
1601,1
1602,1
1603,2
1604,3
1605,1
1606,0
1607,4
1608,4
1609,3
1610,3
1611,0
1612,3
1613,4
1614,0
1615,0
1616,0
1617,1
1618,1
1619,1
1620,2
1621,3
1622,2
1623,1
1624,4
1625,3
1626,0
1627,1
1628,1
1629,1
1630,3
1631,0
1632,0
1633,0
1634,4
1635,3
1636,3
1637,4
1638,3
1639,2
1640,4
1641,4
1642,1
1643,3
1644,0
1645,3
1646,3
1647,1
1648,2
1649,2
1650,0
1651,4
1652,4
1653,0
1654,4
1655,4
1656,2
1657,4
1658,0
1659,1
1660,0
1661,1
1662,1
1663,4
1664,0
1665,2
1666,1
1667,2
1668,1
1669,4
1670,3
1671,3
1672,2
1673,0
1674,2
1675,1
1676,0
1677,1
1678,3
1679,3
1680,0
1681,1
1682,4
1683,4
1684,1
1685,1
1686,3
1687,0
1688,3
1689,1
1690,4
1691,1
1692,2
1693,1
1694,3
1695,3
1696,2
1697,3
1698,3
1699,3
1700,4
1701,4
1702,2
1703,3
1704,0
1705,3
1706,1
1707,3
1708,0
1709,4
1710,1
1711,1
1712,1
1713,0
1714,1
1715,4
1716,0
1717,0
1718,4
1719,1
1720,2
1721,0
1722,4
1723,4
1724,4
1725,4
1726,0
1727,3
1728,1
1729,1
1730,4
1731,0
1732,4
1733,1
1734,2
1735,1
1736,1
1737,1
1738,2
1739,4
1740,2
1741,2
1742,3
1743,2
1744,3
1745,0
1746,3
1747,0
1748,2
1749,1
1750,4
1751,0
1752,1
1753,0
1754,2
1755,3
1756,2
1757,2
1758,3
1759,0
1760,1
1761,0
1762,2
1763,3
1764,4
1765,1
1766,1
1767,4
1768,4
1769,3
1770,2
1771,0
1772,2
1773,4
1774,1
1775,4
1776,4
1777,3
1778,4
1779,2
1780,2
1781,2
1782,0
1783,3
1784,0
1785,0
1786,3
1787,4
1788,3
1789,3
1790,2
1791,3
1792,4
1793,0
1794,1
1795,4
1796,0
1797,4
1798,3
1799,4
1800,2
1801,2
1802,1
1803,0
1804,4
1805,4
1806,2
1807,1
1808,2
1809,0
1810,2
1811,2
1812,4
1813,3
1814,3
1815,0
1816,1
1817,2
1818,2
1819,1
1820,1
1821,4
1822,1
1823,0
1824,1
1825,2
1826,0
1827,1
1828,4
1829,1
1830,2
1831,4
1832,0
1833,0
1834,4
1835,2
1836,4
1837,2
1838,4
1839,1
1840,1
1841,4
1842,2
1843,0
1844,1
1845,1
1846,2
1847,3
1848,3
1849,1
1850,3
1851,2
1852,3
1853,2
1854,2
1855,0
1856,2
1857,3
1858,3
1859,1
1860,3
1861,3
1862,4
1863,2
1864,0
1865,1
1866,2
1867,3
1868,1
1869,3
1870,2
1871,1
1872,0
1873,3
1874,1
1875,4
1876,0
1877,3
1878,4
1879,1
1880,1
1881,4
1882,4
1883,0
1884,3
1885,0
1886,2
1887,2
1888,4
1889,4
1890,0
1891,1
1892,1
1893,3
1894,0
1895,3
1896,1
1897,2
1898,1
1899,2
1900,3
1901,4
1902,2
1903,2
1904,4
1905,1
1906,1
1907,1
1908,0
1909,4
1910,4
1911,1
1912,4
1913,4
1914,3
1915,4
1916,1
1917,1
1918,0
1919,2
1920,4
1921,3
1922,3
1923,2
1924,2
1925,4
1926,4
1927,0
1928,0
1929,1
1930,4
1931,1
1932,0
1933,0
1934,2
1935,4
1936,0
1937,3
1938,2
1939,1
1940,4
1941,0
1942,3
1943,4
1944,3
1945,0
1946,0
1947,0
1948,4
1949,3
1950,2
1951,0
1952,4
1953,0
1954,0
1955,1
1956,0
1957,0
1958,1
1959,4
1960,1
1961,2
1962,2
1963,4
1964,2
1965,1
1966,0
1967,4
1968,0
1969,3
1970,3
1971,3
1972,0
1973,4
1974,3
1975,4
1976,1
1977,2
1978,1
1979,1
1980,1
1981,0
1982,2
1983,0
1984,3
1985,4
1986,2
1987,1
1988,3
1989,0
1990,2
1991,0
1992,4
1993,2
1994,2
1995,1
1996,3
1997,3
1998,3
1999,3
2000,3
2001,3
2002,3
2003,1
2004,3
2005,4
2006,2
2007,1
2008,0
2009,4
2010,0
2011,4
2012,2
2013,2
2014,0
2015,2
2016,1
2017,0
2018,3
2019,2
2020,4
2021,3
2022,2
2023,2
2024,1
2025,0
2026,0
2027,0
2028,0
2029,2
2030,3
2031,1
2032,0
2033,3
2034,0
2035,3
2036,1
2037,4
2038,4
2039,2
2040,0
2041,0
2042,0
2043,2
2044,2
2045,0
2046,4
2047,0
2048,0
2049,4
2050,2
2051,2
2052,1
2053,1
2054,4
2055,0
2056,0
2057,1
2058,3
2059,1
2060,1
2061,0
2062,2
2063,4
2064,4
2065,0
2066,4
2067,4
2068,1
2069,3
2070,2
2071,4
2072,4
2073,2
2074,0
2075,4
2076,1
2077,0
2078,1
2079,4
2080,4
2081,2
2082,0
2083,0
2084,2
2085,1
2086,0
2087,3
2088,3
2089,3
2090,4
2091,2
2092,4
2093,1
2094,2
2095,0
2096,1
2097,0
2098,2
2099,1
2100,4
2101,2
2102,1
2103,0
2104,2
2105,2
2106,0
2107,4
2108,4
2109,4
2110,1
2111,0
2112,2
2113,3
2114,1
2115,4
2116,2
2117,4
2118,3
2119,4
2120,2
2121,2
2122,1
2123,1
2124,3
2125,4
2126,4
2127,1
2128,4
2129,3
2130,3
2131,2
2132,1
2133,3
2134,4
2135,4
2136,1
2137,1
2138,0
2139,2
2140,0
2141,1
2142,1
2143,2
2144,4
2145,1
2146,2
2147,3
2148,2
2149,4
2150,3
2151,2
2152,0
2153,4
2154,4
2155,2
2156,0
2157,0
2158,4
2159,4
2160,3
2161,4
2162,2
2163,0
2164,1
2165,0
2166,4
2167,0
2168,0
2169,1
2170,0
2171,3
2172,0
2173,1
2174,2
2175,4
2176,0
2177,2
2178,4
2179,2
2180,2
2181,4
2182,0
2183,1
2184,2
2185,3
2186,4
2187,3
2188,2
2189,0
2190,1
2191,4
2192,0
2193,2
2194,4
2195,1
2196,4
2197,1
2198,1
2199,4
2200,0
2201,4
2202,0
2203,3
2204,0
2205,2
2206,1
2207,4
2208,2
2209,4
2210,2
2211,1
2212,3
2213,0
2214,2
2215,1
2216,2
2217,3
2218,3
2219,4
2220,4
2221,0
2222,2
2223,3
2224,0
2225,3
2226,0
2227,2
2228,1
2229,3
2230,3
2231,4
2232,0
2233,4
2234,4
2235,4
2236,1
2237,1
2238,0
2239,0
2240,1
2241,1
2242,2
2243,2
2244,4
2245,2
2246,1
2247,2
2248,4
2249,4
2250,2
2251,0
2252,2
2253,1
2254,1
2255,2
2256,1
2257,2
2258,3
2259,3
2260,0
2261,4
2262,1
2263,3
2264,4
2265,1
2266,2
2267,3
2268,1
2269,4
2270,2
2271,4
2272,4
2273,0
2274,4
2275,1
2276,2
2277,4
2278,0
2279,0
2280,1
2281,2
2282,0
2283,1
2284,1
2285,3
2286,0
2287,3
2288,3
2289,3
2290,2
2291,3
2292,0
2293,4
2294,4
2295,0
2296,4
2297,2
2298,2
2299,2
2300,2
2301,3
2302,2
2303,1
2304,1
2305,3
2306,3
2307,2
2308,2
2309,2
2310,1
2311,3
2312,3
2313,0
2314,1
2315,2
2316,1
2317,2
2318,1
2319,2
2320,4
2321,2
2322,2
2323,4
2324,1
2325,1
2326,0
2327,1
2328,2
2329,1
2330,0
2331,0
2332,4
2333,3
2334,0
2335,1
2336,1
2337,2
2338,2
2339,2
2340,1
2341,1
2342,0
2343,4
2344,4
2345,3
2346,1
2347,1
2348,3
2349,3
2350,3
2351,2
2352,4
2353,0
2354,3
2355,1
2356,1
2357,3
2358,0
2359,4
2360,1
2361,3
2362,2
2363,0
2364,1
2365,3
2366,3
2367,4
2368,4
2369,3
2370,3
2371,3
2372,2
2373,0
2374,2
2375,3
2376,2
2377,4
2378,3
2379,4
2380,2
2381,0
2382,2
2383,2
2384,0
2385,4
2386,1
2387,3
2388,1
2389,4
2390,4
2391,3
2392,1
2393,3
2394,1
2395,2
2396,0
2397,2
2398,3
2399,3
2400,4
2401,2
2402,0
2403,0
2404,1
2405,2
2406,0
2407,0
2408,0
2409,2
2410,2
2411,1
2412,1
2413,1
2414,4
2415,3
2416,2
2417,3
2418,4
2419,4
2420,2
2421,0
2422,4
2423,3
2424,2
2425,4
2426,4
2427,3
2428,4
2429,2
2430,0
2431,4
2432,2
2433,3
2434,3
2435,1
2436,4
2437,3
2438,4
2439,3
2440,3
2441,4
2442,3
2443,0
2444,1
2445,0
2446,0
2447,2
2448,0
2449,3
2450,2
2451,2
2452,1
2453,3
2454,1
2455,1
2456,0
2457,1
2458,2
2459,0
2460,0
2461,1
2462,4
2463,1
2464,2
2465,1
2466,2
2467,2
2468,1
2469,1
2470,4
2471,0
2472,3
2473,0
2474,1
2475,1
2476,3
2477,1
2478,1
2479,0
2480,0
2481,1
2482,4
2483,2
2484,3
2485,0
2486,3
2487,1
2488,2
2489,3
2490,2
2491,0
2492,2
2493,2
2494,2
2495,3
2496,2
2497,4
2498,0
2499,0
2500,1
2501,2
2502,4
2503,0
2504,3
2505,1
2506,3
2507,1
2508,3
2509,2
2510,3
2511,4
2512,0
2513,3
2514,2
2515,3
2516,1
2517,1
2518,4
2519,3
2520,1
2521,3
2522,4
2523,4
2524,4
2525,3
2526,1
2527,4
2528,1
2529,0
2530,4
2531,0
2532,4
2533,1
2534,3
2535,3
2536,2
2537,1
2538,3
2539,0
2540,0
2541,2
2542,1
2543,1
2544,4
2545,3
2546,2
2547,0
2548,2
2549,1
2550,3
2551,2
2552,4
2553,4
2554,1
2555,0
2556,2
2557,4
2558,3
2559,1
2560,2
2561,2
2562,1
2563,4
2564,0
2565,1
2566,1
2567,2
2568,3
2569,2
2570,3
2571,2
2572,2
2573,3
2574,1
2575,3
2576,1
2577,1
2578,4
2579,3
2580,4
2581,3
2582,3
2583,0
2584,4
2585,3
2586,1
2587,4
2588,1
2589,3
2590,3
2591,2
2592,0
2593,2
2594,4
2595,4
2596,1
2597,0
2598,0
2599,3
2600,2
2601,2
2602,2
2603,0
2604,2
2605,0
2606,4
2607,4
2608,0
2609,3
2610,3
2611,2
2612,1
2613,4
2614,2
2615,2
2616,3
2617,1
2618,2
2619,1
2620,3
2621,2
2622,1
2623,4
2624,0
2625,2
2626,2
2627,2
2628,1
2629,2
2630,3
2631,3
2632,2
2633,4
2634,2
2635,1
2636,4
2637,4
2638,1
2639,4
2640,2
2641,1
2642,4
2643,4
2644,4
2645,3
2646,4
2647,0
2648,0
2649,2
2650,0
2651,2
2652,0
2653,3
2654,4
2655,4
2656,1
2657,0
2658,2
2659,2
2660,4
2661,1
2662,0
2663,3
2664,3
2665,0
2666,3
2667,2
2668,4
2669,3
2670,0
2671,2
2672,3
2673,4
2674,0
2675,1
2676,2
2677,4
2678,4
2679,2
2680,4
2681,0
2682,2
2683,1
2684,0
2685,1
2686,0
2687,2
2688,3
2689,1
2690,4
2691,0
2692,3
2693,4
2694,1
2695,1
2696,0
2697,4
2698,2
2699,2
2700,2
2701,3
2702,4
2703,1
2704,1
2705,3
2706,2
2707,4
2708,4
2709,4
2710,1
2711,0
2712,1
2713,3
2714,1
2715,3
2716,0
2717,1
2718,1
2719,3
2720,4
2721,1
2722,4
2723,4
2724,0
2725,3
2726,2
2727,3
2728,2
2729,1
2730,0
2731,0
2732,1
2733,3
2734,1
2735,3
2736,0
2737,4
2738,3
2739,2
2740,4
2741,0
2742,3
2743,4
2744,3
2745,1
2746,0
2747,3
2748,2
2749,3
2750,0
2751,1
2752,2
2753,4
2754,3
2755,0
2756,4
2757,0
2758,2
2759,0
2760,0
2761,2
2762,4
2763,2
2764,2
2765,4
2766,1
2767,2
2768,2
2769,3
2770,4
2771,3
2772,1
2773,2
2774,0
2775,4
2776,1
2777,0
2778,2
2779,0
2780,0
2781,1
2782,1
2783,4
2784,4
2785,2
2786,3
2787,2
2788,3
2789,0
2790,2
2791,2
2792,2
2793,4
2794,2
2795,2
2796,4
2797,1
2798,0
2799,4
2800,4
2801,1
2802,4
2803,0
2804,4
2805,0
2806,3
2807,2
2808,3
2809,4
2810,4
2811,3
2812,2
2813,4
2814,1
2815,2
2816,0
2817,1
2818,0
2819,2
2820,2
2821,4
2822,3
2823,4
2824,0
2825,4
2826,0
2827,0
2828,4
2829,3
2830,3
2831,2
2832,2
2833,3
2834,2
2835,4
2836,2
2837,3
2838,4
2839,2
2840,3
2841,4
2842,3
2843,0
2844,0
2845,1
2846,2
2847,0
2848,1
2849,1
2850,3
2851,4
2852,0
2853,2
2854,0
2855,3
2856,1
2857,1
2858,1
2859,4
2860,2
2861,0
2862,4
2863,4
2864,2
2865,1
2866,0
2867,0
2868,3
2869,2
2870,2
2871,2
2872,1
2873,4
2874,0
2875,2
2876,4
2877,1
2878,2
2879,3
2880,4
2881,3
2882,3
2883,4
2884,3
2885,2
2886,1
2887,3
2888,4
2889,0
2890,0
2891,0
2892,2
2893,4
2894,1
2895,1
2896,4
2897,2
2898,2
2899,1
2900,3
2901,4
2902,3
2903,1
2904,1
2905,0
2906,4
2907,2
2908,1
2909,3
2910,1
2911,2
2912,1
2913,2
2914,4
2915,2
2916,4
2917,0
2918,4
2919,2
2920,4
2921,3
2922,2
2923,2
2924,2
2925,2
2926,0
2927,0
2928,3
2929,2
2930,1
2931,0
2932,4
2933,1
2934,2
2935,4
2936,1
2937,0
2938,2
2939,0
2940,3
2941,4
2942,1
2943,2
2944,0
2945,2
2946,3
2947,0
2948,2
2949,1
2950,3
2951,3
2952,1
2953,1
2954,4
2955,3
2956,4
2957,0
2958,0
2959,3
2960,3
2961,4
2962,2
2963,3
2964,4
2965,2
2966,4
2967,0
2968,1
2969,2
2970,4
2971,1
2972,0
2973,3
2974,3
2975,3
2976,3
2977,0
2978,4
2979,0
2980,3
2981,1
2982,2
2983,2
2984,4
2985,2
2986,0
2987,4
2988,3
2989,4
2990,3
2991,3
2992,3
2993,4
2994,2
